artist,artist_id,track,track_duration,composer,composition_id,score_path,midi_path,youtube_links
Sviatoslav Richter,0,"13 Preludes, Op. 32: No. 1 in C Major: Allegro vivace",75.546,Sergei Rachmaninoff,5,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._1_in_C_Major:_Allegro_vivace/00014.mid",https://www.youtube.com/watch?v=-VLx7duq9LY
Sviatoslav Richter,0,"Seven Preludes from Op. 32: No. 1 in C Major, Allegro vivace",76.173,Sergei Rachmaninoff,5,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._1_in_C_Major:_Allegro_vivace/00015.mid",https://www.youtube.com/watch?v=_Xf2SZh7LJg
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 1 in C Major: Allegro vivace",81.133,Sergei Rachmaninoff,5,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._1_in_C_Major:_Allegro_vivace/00016.mid",https://www.youtube.com/watch?v=eQQKl4J5hdA
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 1 in C Major: Allegro vivace",76.333,Sergei Rachmaninoff,5,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._1_in_C_Major:_Allegro_vivace/00017.mid",https://www.youtube.com/watch?v=TS_baPHYjNo
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 11 in B Major: Allegretto",127.693,Sergei Rachmaninoff,6,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._11_in_B_Major:_Allegretto/00018.mid",https://www.youtube.com/watch?v=cex5UC7u60Y
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 11 in B Major: Allegretto",123.266,Sergei Rachmaninoff,6,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._11_in_B_Major:_Allegretto/00019.mid",https://www.youtube.com/watch?v=uJh4fKnBiwM
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 12 in G-Sharp Minor [Live]",129.84,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00020.mid",https://www.youtube.com/watch?v=lJd_n8riZYs
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 12 in G-Sharp Minor [Live]",131.56,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00021.mid",https://www.youtube.com/watch?v=xACNYfcfLow
Sviatoslav Richter,0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor. Allegro (Live)",136.04,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00022.mid",https://www.youtube.com/watch?v=L8CZiW3cRrE
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 12 in G-Sharp Minor (Allegro) [Live]",131.853,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00023.mid",https://www.youtube.com/watch?v=uMLzp1B-4FQ
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 12 in G-Sharp Minor (Allegro) [Alternate Performance] [Live]",133.44,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00024.mid",https://www.youtube.com/watch?v=PZ1lgWCdbdE
Sviatoslav Richter,0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor: Allegro",141.666,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00025.mid",https://www.youtube.com/watch?v=p1asYfE4IcY
Sviatoslav Richter,0,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor: Allegro",125.133,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00026.mid",https://www.youtube.com/watch?v=h5QtqZy_R3g
Sviatoslav Richter,0,"Preludes, Op. 32: No. 12 in G-Sharp Minor",132.426,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00027.mid",https://www.youtube.com/watch?v=1CAa8u90Ljo
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",182.32,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00028.mid",https://www.youtube.com/watch?v=ir4CKrPoVzM
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",185.053,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00029.mid",https://www.youtube.com/watch?v=zWFF17Ohw4A
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",187.84,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00030.mid",https://www.youtube.com/watch?v=M8pjYn91CMg
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",183.586,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00031.mid",https://www.youtube.com/watch?v=MpotawEo8Tk
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",179.386,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00032.mid",https://www.youtube.com/watch?v=dhXAQ3iKqvQ
Vladimir Horowitz,2,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor",180.533,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00033.mid",https://www.youtube.com/watch?v=ixdvE6-v04E
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor - Allegro",148.906,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00034.mid",https://www.youtube.com/watch?v=1AG6MFYMlAA
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 12 in G-Sharp Minor - Allegro",145.64,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00035.mid",https://www.youtube.com/watch?v=Mb0qplIwGY4
Grigory Sokolov,12,"13 Preludes, Op. 32: No. 12 in G Sharp Minor: Allegro - Live at Mozart Hall of the Zaragoza Auditorium / 2019",183.213,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00036.mid",https://www.youtube.com/watch?v=C_sbdqkiOCk
Hélène Grimaud,38,"Rachmaninov: 13 Preludes, Op. 32: No. 12 in G-Sharp Minor",174.306,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00037.mid",https://www.youtube.com/watch?v=TMw_57_83kk
Nikolai Lugansky,41,"13 Preludes, Op. 32: No. 12. Allegro in G-Sharp Minor",155.906,Sergei Rachmaninoff,7,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/Rachmaninoff_-_Preludes_Op._32_No._12_in_G-sharp_minor.mxl","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._12_in_G-Sharp_Minor/00038.mid",https://www.youtube.com/watch?v=mvHLmx2uAXc
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 6 in F Minor (Allegro appassionato) [Live]",76.493,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00039.mid",https://www.youtube.com/watch?v=JqxjFxXlFhc
Sviatoslav Richter,0,"Seven Preludes from Op. 32: No. 6 in F Minor, Allegro appassionato",82.826,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00040.mid",https://www.youtube.com/watch?v=pH89nLBg51s
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 6 in F Minor: Allegro appassionato",84.8,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00041.mid",https://www.youtube.com/watch?v=1AchVq_76y4
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 6 in F Minor: Allegro appassionato",81.893,Sergei Rachmaninoff,8,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._6_in_F_Minor:_Allegro_appassionato/00042.mid",https://www.youtube.com/watch?v=bIUM90nUmsY
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 10 in B Minor [Live]",315.466,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00043.mid",https://www.youtube.com/watch?v=S33iBcfV3MI
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 10 in B Minor [Live]",320.6,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00044.mid",https://www.youtube.com/watch?v=QQpqZq4fsy8
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 10 in B Minor (Lento) [Live]",320.346,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00045.mid",https://www.youtube.com/watch?v=cYo7DbPFEqw
Sviatoslav Richter,0,"Seven Preludes from Op. 32: No. 10 in B Minor, Lento",325,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00046.mid",https://www.youtube.com/watch?v=aYM9Yl30XpE
Sviatoslav Richter,0,"Preludes, Op. 32: No. 10 in B Minor",319.293,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00047.mid",https://www.youtube.com/watch?v=CwHXF6lq9c8
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",360.666,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00048.mid",https://www.youtube.com/watch?v=qmXNL1Kk9Mw
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 10 in B Minor: Lento",356.56,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00049.mid",https://www.youtube.com/watch?v=iusf9vlQZ8o
Valentina Lisitsa,42,13 Préludes op.32: No.10 in B minor: Lento - Live At The Royal Albert Hall/2012,335.76,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00050.mid",https://www.youtube.com/watch?v=4YmXtzaBzIY
Yuja Wang,14,"Prelude in B Minor, Op. 32, No. 10 - Live at Philharmonie, Berlin / 2018",336.746,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00051.mid",https://www.youtube.com/watch?v=f0_gkxGsEXk
Zoltán Kocsis,33,"Prelude in B minor, Op.32, No.10",332,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00052.mid",https://www.youtube.com/watch?v=7Po-BUHSZlU
Lazar Berman,47,"Prelude In B Minor, Op.32, No.10: Lento",337,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00053.mid",https://www.youtube.com/watch?v=y7jGZWq2Kdk
Lazar Berman,47,"Prelude In B Minor, Op.32, No.10: Lento",338.026,Sergei Rachmaninoff,9,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._10_in_B_Minor:_Lento/00054.mid",https://www.youtube.com/watch?v=lCjla77tXHY
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 5 in G Major: Moderato",198.533,Sergei Rachmaninoff,10,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/musicxml_cleaned.musicxml","Sergei_Rachmaninoff/13_Preludes,_Op._32/No._5_in_G_Major:_Moderato/00055.mid",https://www.youtube.com/watch?v=IZLBibO1nQc
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 3 in E Major: Allegro vivace",137.666,Sergei Rachmaninoff,11,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._3_in_E_Major:_Allegro_vivace/00056.mid",https://www.youtube.com/watch?v=yNFPfGE7CKo
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 3 in E Major: Allegro vivace",134.226,Sergei Rachmaninoff,11,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._3_in_E_Major:_Allegro_vivace/00057.mid",https://www.youtube.com/watch?v=k6xLmsVrUBA
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 9 in A Major [Live]",144.893,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00058.mid",https://www.youtube.com/watch?v=JdnE-PX_e5U
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 9 in A Major [Live]",145.933,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00059.mid",https://www.youtube.com/watch?v=APU8BMwS3u4
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 9 in A Major (Allegro moderato) [Live]",143.026,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00060.mid",https://www.youtube.com/watch?v=VYofod42bbQ
Sviatoslav Richter,0,"Preludes, Op. 32: No. 9 in A Major",142.6,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00061.mid",https://www.youtube.com/watch?v=fuxXt_xeh1U
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 9 in A Major: Allegro moderato",174.533,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00062.mid",https://www.youtube.com/watch?v=AEp1TbERlBQ
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 9 in A Major: Allegro moderato",171.6,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00063.mid",https://www.youtube.com/watch?v=9NlrBLei_g0
Zoltán Kocsis,33,"13 Preludes, Op. 32: No. 9 in A Major",175.8,Sergei Rachmaninoff,12,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._9_in_A_Major/00064.mid",https://www.youtube.com/watch?v=wxIbwrVttMI
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 8 in A Minor: Vivo",107.266,Sergei Rachmaninoff,13,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._8_in_A_Minor:_Vivo/00065.mid",https://www.youtube.com/watch?v=JhQ_Ko_pCg0
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 8 in A Minor: Vivo",102.84,Sergei Rachmaninoff,13,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._8_in_A_Minor:_Vivo/00066.mid",https://www.youtube.com/watch?v=Ds7IoT0LfB4
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 13 in D-Flat Major: Grave - Allegro - Grave",353.173,Sergei Rachmaninoff,14,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._13_in_D-Flat_Major:_Grave_-_Allegro_-_Grave/00067.mid",https://www.youtube.com/watch?v=5jtF8cDqmCI
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 13 in D-Flat Major: Grave - Allegro - Grave",348.96,Sergei Rachmaninoff,14,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._13_in_D-Flat_Major:_Grave_-_Allegro_-_Grave/00068.mid",https://www.youtube.com/watch?v=k9yTjlvPCXs
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 4 in E Minor: Allegro con brio",315.333,Sergei Rachmaninoff,15,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._4_in_E_Minor:_Allegro_con_brio/00069.mid",https://www.youtube.com/watch?v=M21bqOgwdYM
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 7 in F Major [Live]",122.64,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00070.mid",https://www.youtube.com/watch?v=_9BuoV6voVA
Sviatoslav Richter,0,"13 Preludes, Op. 32 (Excerpts): No. 7 in F Major [Live]",123,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00071.mid",https://www.youtube.com/watch?v=tdBgyGBs8gA
Sviatoslav Richter,0,"13 Préludes, Op. 32: No. 7 in F Major (Moderato) [Live]",119.146,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00072.mid",https://www.youtube.com/watch?v=eZ54US4R6Mw
Sviatoslav Richter,0,"Preludes, Op. 32: No. 7 in F Major",118.546,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00073.mid",https://www.youtube.com/watch?v=iCfOhWtL37M
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 7 in F Major: Moderato",132.6,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00074.mid",https://www.youtube.com/watch?v=oSS2lGoUaDw
Vladimir Ashkenazy,6,"13 Preludes, Op. 32: No. 7 in F Major: Moderato",128.226,Sergei Rachmaninoff,16,,"Sergei_Rachmaninoff/13_Preludes,_Op._32/No._7_in_F_Major/00075.mid",https://www.youtube.com/watch?v=UxGSJ2KWzy0
Vladimir Ashkenazy,6,"Six Songs, Op.38: 3. Margaritki",141.16,Sergei Rachmaninoff,17,,"Sergei_Rachmaninoff/Six_Songs,_Op.38/3._Margaritki/00076.mid",https://www.youtube.com/watch?v=PsgSBLKW0MY
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Theme,65.986,Sergei Rachmaninoff,18,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Theme/00077.mid,https://www.youtube.com/watch?v=BBIshBhIc2E
Nikolai Lugansky,41,Rachmaninov : Variations on a Theme of Chopin Op.22 : I Thema,89.52,Sergei Rachmaninoff,18,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Theme/00078.mid,https://www.youtube.com/watch?v=WmTeZFe8Q9o
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 20. Presto,62.893,Sergei Rachmaninoff,19,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_20._Presto/00079.mid,https://www.youtube.com/watch?v=qyGxKfV2WvM
Vladimir Ashkenazy,6,Variations on a Theme of Chopin: Variation 10. Più vivo,28.093,Sergei Rachmaninoff,20,,Sergei_Rachmaninoff/Variations_on_a_Theme_of_Chopin/Variation_10._Più_vivo/00080.mid,https://www.youtube.com/watch?v=-SY0rP7TxAk
